5533;1;0*NONE
2236;32759;1*NORMAL
433;1;0*OFF
112;1;1*RUN
599;1;1*ON
3439;32758;1*NORMAL
6557;1;-0.204082
6089;1;0.000000
6195;1;0*NONE
5628;1;0*NORMAL
3308;32748;1*NORMAL
6063;1;0.521000
6385;1;1*ON
2205;32748;1*NORMAL
3253;32759;1*NORMAL
2705;32763;-82.937378
5020;1;1*ON
3390;32760;1*CLOSE
1300;32758;9.905350
1693;32758;1*NORMAL
2392;32761;0*OFF
185;1;0*OFF
2266;32759;1*NORMAL
2499;32763;0.109827
3879;32763;1.#QNAN0
3708;32763;6.475153
6358;1;12.802713
2430;32760;1*OFF
6253;32763;0*NONE
6338;32762;-54.172928
175;1;0*NORMAL
5541;32763;1*NORMAL
5631;1;0*NORMAL
3739;32759;1*NORMAL
3573;32765;6.198460
3939;32761;0*FOLL
3238;32761;1*NORMAL
504;1;1*MANE
2795;32763;-76.445465
3160;32763;21.647720
2914;32765;0*OFF
6157;32763;0*ABNOR
2683;32763;9.125366
2289;32760;1*NORMAL
2632;32745;0*ST_BLK
2131;32763;1.#QNAN0
5596;1;0*NORMAL
3844;32759;1*NORMAL
1395;32760;1*NORMAL
5007;1;0*OFF
3825;32759;1*NORMAL
2842;32760;0.000000
5105;32710;0.140486
1080;32761;0*CLOSE
441;1;0*NORMAL
3511;32748;1*NORMAL
344;1;0*NORMAL
6461;1;0*OFF
6567;1;11.836734
5551;1;0.800000
348;1;0*NORMAL
5635;1;0*NORMAL
5626;1;0*NORMAL
547;1;0*OFF
537;1;1*ON
2801;32763;1.499603
160;1;0*NORMAL
1019;32763;-0.603300
6340;32765;11.460531
1463;32760;1*REMOTE
3358;32748;0*OFF
6435;1;0*OFF
2929;32760;1*REMOTE
3389;32724;1*OPEN
6510;1;1*ON
5689;1;0*NORMAL
579;1;1*ON
1151;32765;14.177000
6232;1;0*NORMAL
586;1;0*OFF
2896;32759;1*NORMAL
3858;32759;1*NORMAL
2438;32760;0*CLOSE
6476;1;1*ON
727;1;1112.200000
317;1;0*NORMAL
3831;32761;1*NORMAL
1709;32763;0.366872
5590;1;1*CLOSE
6042;1;22.079998
281;1;0*OFF
4961;32748;1*NORMAL
2712;32763;4.551865
6176;1;0.000000
5566;1;0*NONE
5965;1;1.073970
3668;32763;45.134323
1640;32759;1*NORMAL
1860;32758;1*NORMAL
1064;32761;0*OFF
5669;1;0*NONE
5225;32732;26.637009
512;1;0*OFF
2700;32763;-58.393677
178;1;0*NORMAL
423;1;0*OFF
5917;1;0.000000
1374;32761;1*NORMAL
256;1;0*OFF
2613;32765;98.252291
1466;32759;0*OFF
3849;32759;1*NORMAL
4985;32748;0*NOR
1136;32694;0*OFF
1459;32760;1*REMOTE
2200;32759;0*ABNORMAL
1629;32759;1*NORMAL
1626;32759;1*NORMAL
6224;1;0*NORMAL
5293;32748;1*NORMAL
551;1;0*OFF
3167;32763;26.772736
331;1;0*NORMAL
2605;32763;0.630865
483;1;1*AUTO
1376;32748;1*NORMAL
6185;1;0.000000
1239;32760;0*ST_BLK
3449;32759;1*NORMAL
2285;32761;1*NORMAL
372;1;0*NORMAL
552;1;0*OFF
5605;1;0*NONE
470;1;0*OFF
380;1;0*NORMAL
4999;1;1*ON
1437;32748;1*AVAIL
2837;32760;95.427582
3120;32763;25.791214
1213;32763;0.093704
2964;32748;1*NORMAL
2617;32763;13.194949
5711;1;0.000000
4954;32759;0*ESD
3659;32763;142.271988
2544;32760;0*OFF
3317;32759;1*NORMAL
2762;32763;9.700058
6023;1;165.559998
2329;32758;1*NORMAL
3042;32763;-0.098893
5670;1;1*CLOSE
1380;32761;1*NORMAL
2820;32748;1*NORMAL
3756;32759;1*NORMAL
6098;1;4.980000
3038;32765;68.398659
1880;32760;1*REMOTE
2731;32763;-61.444580
310;1;1*ON
3447;32759;1*NORMAL
2564;32758;1*NORMAL
2531;32765;0.000000
2273;32761;1*NORMAL
2928;32760;1*REMOTE
502;1;0*CALM
2615;32763;127.191187
207;1;0*OFF
6445;1;0*OFF
464;1;0*OFF
746;1;6.922500
5500;1;0*NORMAL
5931;1;0.000563
374;1;0*NORMAL
6407;1;0*OFF
3269;32761;1*NORMAL
363;1;0*NORMAL
1445;32761;0*OFF
555;1;0*OFF
5224;32761;1*NORMAL
6327;32763;0*OPEN
546;1;1*ON
333;1;0*NORMAL
6189;1;1.000000
3748;32759;0*ABNORMAL
6443;1;0*OFF
3911;32761;0*CLOSE
196;1;1*OPEN
2979;32765;0.700000
1864;32748;1*NORMAL
2886;32761;1*NORMAL
337;1;0*NORMAL
5526;1;0*NONE
5602;1;0*NORMAL
1210;32763;3.414934
6334;32763;0*UNLOAD
297;1;0*OFF
6234;1;0*NORMAL
2827;32765;0.000000
3069;32765;110.904977
719;1;23.780000
1627;32759;1*NORMAL
3525;32765;9.078269
6335;32732;2.564499
645;1;-159.970000
3148;32763;39.147915
2786;32763;-78.777435
6537;1;0*OFF
3030;32759;1*NORMAL
589;1;1*ON
5632;1;1*WARNING
6299;32765;1.#QNAN0
1467;32760;1*REMOTE
1000;32759;1*NOR
736;1;46.100000
3806;32759;1*NORMAL
5006;1;0*OFF
2789;32765;30.596733
6028;1;24.430000
2836;32760;0.000000
129;1;0*OFF
6426;1;0*OFF
3433;32757;1*NORMAL
2986;32748;1*NORMAL
3440;32758;1*NORMAL
1432;32760;1*REMOTE
1183;32765;12.795045
3052;32763;0.001343
5040;32763;46.711624
3803;32759;0*NORMAL
2992;32765;1.055717
2291;32759;1*NORMAL
2248;32761;1*NORMAL
5650;1;0*NORMAL
6532;1;1*ON
1078;32761;0*CLOSE
6333;32761;0*OFF
3184;32763;0.978428
911;1;0.000000
3036;32748;0*VLOW
3286;32759;1*NORMAL
6165;1;0.000000
1280;32759;1*NORMAL
5641;1;0*NORMAL
1698;32763;1.782479
5528;1;0*NONE
6442;1;1*ON
1195;32763;19.291115
357;1;0*NORMAL
2425;32761;1*REMOTE
3787;32748;1*NORMAL
228;1;0*NORMAL
154;1;0*NORMAL
534;1;0*OFF
2439;32759;1*OPEN
612;1;112.000000
5668;1;0*NORMAL
275;1;0*OFF
1045;32765;-0.245388
2172;32759;1*NORMAL
253;1;1*RUN
6386;1;1*ON
1003;32761;1*NORMAL
1124;32748;1*NORMAL
243;1;0*CLOSE
3144;32763;73.479332
2785;32763;-57.108063
550;1;0*OFF
2711;32763;6.232864
5866;1;0.000000
1733;32765;0*STOP
5603;1;0*NORMAL
3063;32763;60.202492
2871;32748;0*OFF
6465;1;0*OFF
6033;32763;3621.790039
349;1;0*NORMAL
5955;1;1881.000000
6494;1;1*ON
5630;1;1*CLOSE
1762;32765;0.000000
2209;32748;1*NORMAL
709;1;23.814000
6238;1;1.000000
1004;32761;1*NORMAL
2506;32765;0.000000
1070;32761;0*OFF
5915;1;0.174180
1302;32758;8.427643
5647;1;0*NORMAL
2533;32765;2642.721274
1649;32736;0*OFF
1007;32761;1*NORMAL
5671;1;0*NORMAL
1199;32759;1.#QNAN0
2269;32759;1*NORMAL
3164;32763;39.288376
2870;32761;1*NORMAL
3223;32761;1*NORMAL
3471;32765;-8.685608
5054;32732;-65.393402
1772;32765;0.000000
6096;1;9.680000
5567;1;0*NORMAL
321;1;0*NORMAL
5932;1;0.000000
6486;1;1*ON
2130;32765;1.#QNAN0
2679;32763;38.416149
1633;32759;1*NORMAL
1638;32748;1*NORMAL
6073;1;0.000000
1371;32761;0*OFF
3667;32763;49.058182
2161;32763;166.916519
2198;32759;1*NORMAL
3921;32760;0*LOCAL
6105;1;0.000000
3130;32763;26.554489
3111;32759;1*NORMAL
5481;32765;24.001282
6006;1;3745.540039
6551;1;0.004895
6446;1;0*OFF
6545;1;0*OFF
3853;32759;1*NORMAL
1699;32759;1*NORMAL
6519;1;0*OFF
2075;32746;0*OFF
1853;32759;1*NOR
1299;32758;8.653351
3044;32763;-0.089153
128;1;0*NORMAL
2146;32763;36.348587
6317;32740;24.284957
910;1;0.000000
3293;32759;1*NORMAL
3272;32760;1*NORMAL
5151;32762;0*ABNORMAL
2368;32760;0*OFF
1332;32762;0.000000
6517;1;0*OFF
3104;32750;0*STOP
1646;32678;0*OFF
370;1;0*NORMAL
5849;1;1842.794922
1706;32763;0.036166
1175;32747;1*NORMAL
3933;32759;1*STBY
906;1;300.000000
6513;1;0*OFF
3301;32761;0*NORMAL
3255;32759;1*NORMAL
5838;1;1797.134644
3285;32760;1*NORMAL
2903;32759;1*NORMAL
1020;32763;0.566769
1215;32763;12.806225
568;1;1*ON
3770;32759;1*NORMAL
427;1;0*OFF
5090;32732;1238.119377
5315;32744;35.417557
3913;32761;0*CLOSE
327;1;0*NORMAL
715;1;58.520000
6003;1;2249.020020
6205;1;0*NORMAL
463;1;0*OFF
3877;32760;1*NORMAL
3222;32748;1*NORMAL
1112;32759;1*NORMAL
3243;32761;1*NORMAL
2245;32759;1*NORMAL
3860;32759;1*NORMAL
1831;32761;0*OFF
2383;32761;1*CLOSE
3294;32759;1*NORMAL
6570;1;-0.918367
2341;32748;1*NORMAL
556;1;0*OFF
542;1;0*OFF
2687;32763;7.771103
2148;32763;35.479568
2064;32765;0.021881
3040;32765;10.330736
6170;1;1.242133
1052;32748;0*OFF
3485;32678;0*OFF
2777;32763;-39.127167
3066;32763;129.234638
6087;1;0.000000
2660;32758;1*NORMAL
5652;1;0*NORMAL
651;1;19899.000000
2217;32748;1*NORMAL
3017;32748;0*HIGH
2435;32765;-0.169294
5684;1;0*NORMAL
1305;32756;14.301254
3694;32763;163.308212
5579;1;0*NORMAL
3813;32758;0*OFF
4994;1;1*ON
2606;32763;11.804271
732;1;34.525000
3374;32748;1*CLOSE
648;1;12884.000000
2882;32761;1*NORMAL
2877;32759;0*OFF
698;1;0.000000
2155;32763;35.355484
3022;32761;1*NORMAL
6458;1;1*ON
5035;32765;42.997910
4965;32761;1*NORMAL
5672;1;1*WARNING
5291;32748;1*NORMAL
187;1;0*OFF
5009;1;0*OFF
6318;32765;-3.710781
2507;32765;0.000000
3461;32758;1*NORMAL
5294;32748;1*NORMAL
3073;32764;68.285713
6114;32765;0.316254
5842;1;35.403290
6390;1;0*OFF
2838;32760;0.000000
2599;32763;1.669772
4950;32764;0*ALARM
451;1;0*OFF
6595;1;17.927174
5682;1;0*NORMAL
5910;1;4.762500
2008;32748;0*HIGH
2152;32763;36.327927
3177;32748;1*NORMAL
4947;32757;0.000000
1886;32748;1*REMOTE
1414;32761;1*NORMAL
2387;32759;0*OFF
3611;32685;0*OFF
5709;1;1*WARNING
1651;32763;3.852571
304;1;0*OFF
2488;32748;1*NOR
3526;32763;3.502952
1057;32760;0*OFF
1286;32763;61.316513
2272;32759;1*NORMAL
3923;32759;1*STBY
6577;1;9.795918
6364;1;0.000000
3192;32760;46.086449
5978;1;49.863113
2758;32763;-80.191437
5876;1;0.086647
6574;1;-0.204082
5715;1;0.000000
5864;1;0.000286
6048;1;26.599998
6179;1;0.000000
2966;32765;8.141983
2567;32765;1*NORMAL
3281;32759;1*NORMAL
3689;32763;46.564548
2514;32765;0.000000
5659;1;0*NORMAL
3302;32761;0*NORMAL
3648;32760;1*NORMAL
309;1;1*ON
2915;32765;1*INHIBIT
3909;32761;0*OFF
2960;32765;1.919615
634;1;-136.760000
5911;1;7.875000
2478;32765;0.217915
6556;1;19899.000000
5498;32763;100.039093
6324;32765;0.045859
2367;32760;1*REMOTE
1051;32748;1*NOR
3732;32748;1*NORMAL
2790;32763;37.511902
5016;1;0*OFF
1284;32759;1*NORMAL
6469;1;0*OFF
2340;32748;1*NORMAL
3375;32761;1*OPEN
259;1;1*GAS
6172;1;0.996800
3137;32763;47.542068
2910;32765;0*OFF
2068;32765;-1.021662
2545;32748;0*OFF
554;1;0*OFF
5930;1;0.000000
127;1;1*RUN
5486;32763;1.348990
2747;32763;-2.146408
6391;1;0*OFF
513;1;0*OFF
5051;32765;-71.375198
453;1;0*OFF
6587;1;9.591837
6203;1;0*NORMAL
6399;1;1*ON
1386;32761;1*NORMAL
306;1;0*OFF
3264;32761;1*NORMAL
5989;1;36.099747
3337;32761;0*NORMAL
6161;1;2.000000
3156;32763;26.451340
654;1;0.000000
6168;1;445.000000
2659;32758;1*NORMAL
5011;1;0*OFF
2339;32748;1*NORMAL
6001;1;0.260000
3324;32747;0*NORMAL
3470;32765;-8.402206
6492;1;1*ON
6174;1;-200.000000
5599;1;0*NORMAL
3181;32763;0.272489
6158;32763;0*ALARM
3661;32763;164.599289
2145;32763;36.348587
3054;32763;1.004705
560;1;0*OFF
3493;32765;685.448456
276;1;0*OFF
3296;32759;1*NORMAL
5625;1;0*NORMAL
5952;1;0.000000
1342;32756;0.000000
5535;1;0*NORMAL
1878;32759;1*AVAIL
5183;32746;1*NOR
3761;32759;1*NORMAL
2059;32765;733.253012
2895;32748;0*NORMAL
535;1;0*OFF
1746;32739;0*STOP
343;1;0*NORMAL
1110;32759;1*NORMAL
265;1;0*ECR
2891;32748;1*NORMAL
2504;32765;0.003570
6011;1;0.250000
3549;32765;127.604884
6579;1;10.204081
1854;32748;0*ABNOR
2802;32763;4.613358
2390;32759;0*OFF
381;1;1*RUN
1655;32679;0*OFF
5574;1;0*NONE
639;1;-159.970000
1636;32761;1*NORMAL
621;1;-109.610000
2157;32763;36.120987
2760;32763;-64.572067
2338;32748;1*NORMAL
4958;32748;1*NORMAL
523;1;0*OFF
320;1;0*NORMAL
2754;32763;-43.209045
4980;32748;0*NOR
5000;1;0*OFF
3625;32684;1*NORMAL
2899;32761;1*NORMAL
3386;32760;1*OPEN
6067;1;0.000000
251;1;0*ECR
2249;32759;1*NORMAL
3492;32763;0.707818
5258;32765;0.000000
2426;32760;0*LOCAL
3932;32760;1*REMOTE
3744;32748;1*NORMAL
2325;32758;1*NORMAL
6186;1;0.000000
2841;32760;0.000000
2948;32763;68.528000
2378;32759;0*OFF
3385;32760;1*OPEN
5008;1;0*OFF
1744;32741;0*STOP
1471;32759;0*OFF
1861;32759;1*NORMAL
478;1;1*CLOSE
424;1;0*OFF
3236;32759;1*NORMAL
748;1;11.767500
5611;1;0*NORMAL
6102;1;3.190000
6207;1;0*NORMAL
6499;1;1*ON
3384;32761;1*OPEN
3653;32759;1*NORMAL
1287;32763;27.008438
2585;32745;1*NORMAL
443;1;0*NORMAL
708;1;0.053750
907;1;900.000000
1025;32763;-50.000000
1307;32764;-154.167500
2803;32763;-5.634857
3902;32760;1*REMOTE
1350;32760;0.000000
2611;32763;99.479286
1648;32679;0*OFF
3347;32761;1*AUTO
369;1;0*NORMAL
5552;1;1.600000
3032;32759;1*NORMAL
3846;32748;1*NORMAL
191;1;1*OPEN
5132;32763;0*UNLOAD
2493;32763;12.171703
5061;32765;-66.975250
2134;32759;1*NORMAL
1249;32759;0*ST_BLK
5612;1;0*NORMAL
3548;32763;29.459501
2216;32748;1*NORMAL
2299;32759;1*NORMAL
3948;32760;0*OPEN
177;1;0*NORMAL
1444;32760;1*REMOTE
3681;32763;42.500290
6356;1;2523.953347
3660;32763;132.113876
607;1;14.177000
1229;32760;0*ST_BLK
2770;32763;8.017303
538;1;0*OFF
5950;1;50.223244
6169;1;1.126000
6039;32763;0.000000
2371;32760;0*OFF
239;1;0*NORMAL
264;1;1*AUTO
2665;32748;1*NORMAL
3322;32759;1*NORMAL
6479;1;0*OFF
258;1;0*OFF
5719;1;5785928.000000
6051;1;0.000000
3680;32763;14.445175
6400;1;1*ON
2826;32763;-0.107515
2528;32765;0.000000
6288;32765;1.898196
6269;32763;28.552383
2344;32765;1.001666
2267;32760;1*NORMAL
6497;1;1*ON
1716;32763;-0.017014
2733;32763;-54.997482
1366;32761;1*NORMAL
3244;32759;1*NORMAL
345;1;0*NORMAL
3786;32759;1*NORMAL
734;1;10.968750
1041;32763;12.267830
260;1;0*OFF
5964;1;0.483538
1847;32760;0*ABNOR
2304;32758;1*NORMAL
6017;1;22.329998
1349;32760;0.000000
3785;32760;1*ALARM
452;1;0*OFF
2757;32763;-51.697708
1596;32763;-0.077292
2799;32763;6.581482
6353;1;12.834944
1769;32760;0.000000
229;1;0*NORMAL
2512;32765;0.000000
733;1;58.540000
5049;32762;-35.586288
1049;32748;1*NORMAL
111;1;0*NORMAL
282;1;0*OFF
3276;32755;0*NORMAL
5966;1;45.567673
2577;32748;1*NORMAL
2688;32763;4.592865
2977;32764;0.000000
168;1;0*NORMAL
2381;32759;0*OFF
3737;32760;1*NORMAL
6533;1;0*OFF
312;1;0*OFF
541;1;0*OFF
1024;32758;-0.335491
5857;1;18257092608.000000
3898;32760;1*REMOTE
6423;1;0*OFF
3150;32763;35.045181
1111;32759;1*NORMAL
5942;1;0.070868
474;1;0*OFF
6357;1;4.325848
3432;32757;1*NORMAL
2124;32748;0*STOP
2798;32763;4.941284
3423;32764;3210.124490
2482;32758;-0.014170
1774;32760;1.770589
216;1;0*NORMAL
188;1;1*OPEN
597;1;0*OFF
1979;32765;60.120441
6463;1;0*OFF
3491;32763;6.347394
3816;32758;0*OFF
1120;32748;1*NORMAL
3367;32763;48.712494
5906;1;2348.000000
3924;32760;1*REMOTE
6272;32763;26.295645
5476;32760;18.087845
1391;32748;0*OFF
2284;32761;1*NORMAL
6448;1;0*OFF
3113;32759;1*NORMAL
3762;32761;1*NORMAL
526;1;0*OFF
5696;1;1*WARNING
3690;32763;119.736710
1279;32759;1*NORMAL
2251;32759;1*NORMAL
3916;32748;1*REMOTE
5992;1;42.800041
730;1;471.450000
6554;1;23103.000000
1202;32765;0.597290
3907;32760;1*EMERGNCY
1191;32763;12.962770
6564;1;-0.612245
2332;32748;1*NORMAL
5887;1;0.691693
5990;1;12.087181
2479;32765;-1.289636
1412;32748;0*OFF
3769;32759;1*NORMAL
5028;32764;1*NORMAL
3859;32759;1*NORMAL
4971;32747;1*NORMAL
1834;32760;1*NOR
3854;32748;1*NORMAL
2922;32759;1*REMOTE
208;1;0*OFF
1044;32765;-3.299366
3747;32759;1*NORMAL
6090;1;20.590000
1185;32763;12.768268
6348;1;1*ON
1461;32760;1*ON
649;1;23103.000000
1367;32748;0*OFF
6274;32763;35.834160
1829;32748;1*NORMAL
230;1;0*NORMAL
6183;1;0.000000
2931;32760;1*ON
3142;32763;75.383520
5595;1;0*NORMAL
705;1;23.375000
3047;32765;60.187771
3141;32763;80.053299
6387;1;1*ON
3682;32763;52.549942
3448;32759;1*NORMAL
3835;32759;1*NORMAL
6320;32765;0.045859
272;1;1*SET
6428;1;0*OFF
1290;32763;3.240479
2911;32765;0*OFF
609;1;-0.070000
3366;32763;1.#QNAN0
1644;32763;8.658798
3329;32759;1*NORMAL
2419;32760;0*LOCAL
2822;32748;1*NORMAL
2935;32748;1*REMOTE
3106;32765;0.032638
3159;32763;52.383591
1992;32765;0.476062
3057;32765;110.991214
2422;32760;0*OFF
1387;32748;0*OFF
5645;1;0*NONE
195;1;1*OPEN
6004;1;3605.929688
6187;1;1000.000000
3442;32759;1*NORMAL
425;1;0*OFF
3152;32763;33.142685
3791;32759;1*NORMAL
6598;32763;1.#QNAN0
5934;1;0.000000
1654;32678;0*OFF
1857;32761;0*NOR
6230;1;0*NOT_DEF
3628;32715;0*STOP
151;1;0*OFF
6381;1;1*ON
3780;32761;1*NORMAL
2869;32765;1*NORMAL
238;1;0*NORMAL
6541;1;0*OFF
3026;32748;1*NORMAL
5702;1;2.200000
2768;32763;15.719894
959;32748;1*NORMAL
2565;32759;1*NORMAL
6223;1;0*NOT_DEF
6472;1;1*ON
3191;32765;0.000000
274;1;0*OFF
290;1;1*OPEN
617;1;-159.990000
3946;32763;60.570656
6562;1;6.938775
759;1;14.413000
6359;1;0.000000
2594;32763;14.509726
606;1;14.464000
3759;32760;1*NORMAL
1187;32763;12.878799
908;1;100.000000
3570;32765;2.591225
564;1;0*OFF
5701;1;0.500000
572;1;1*ON
2070;32765;-0.974363
2177;32765;-0.514135
3227;32761;1*NORMAL
6590;1;29.000000
3341;32763;0.184971
6526;1;0*OFF
5570;1;0*NORMAL
5546;1;48.000000
6062;1;23.594997
3357;32747;1*ENGAGE
3510;32759;1*NORMAL
2905;32759;1*NORMAL
2215;32748;1*NORMAL
5948;1;0.001468
2550;32760;1*BOIL_OFF
571;1;0*OFF
1617;32761;1*NORMAL
2290;32759;1*NORMAL
2477;32761;1*NORMAL
3474;32752;0*OFF
2321;32762;1*NORMAL
2376;32759;1*MSBD
5557;1;2.500000
6566;1;15.714285
2669;32748;1*NORMAL
1859;32759;1*NORMAL
620;1;-106.750000
2643;32758;13.602877
3307;32759;1*NORMAL
6278;32763;53.516376
3940;32761;0*FOLL
1054;32760;0*OFF
6173;1;-200.000000
5947;1;0.000105
113;1;0*NORMAL
3771;32761;0*BACKUP
2725;32763;-66.915192
267;1;1*OPEN
1151;32752;0*OFF
1840;32759;1*NORMAL
3478;32765;5.692955
446;1;1*NORMAL
5962;1;14.463999
5486;32656;1*ON
6596;1;0.000000
1298;32756;9.987473
1560;32759;0.000000
2226;32759;1*NORMAL
3746;32761;1*NORMAL
6594;1;0.000000
717;1;59.560000
5658;1;0*NORMAL
6593;1;994.000000
3407;32748;1*NORMAL
155;1;0*NORMAL
153;1;0*NORMAL
5683;1;0*NORMAL
6078;1;6.099999
2154;32763;35.500290
1703;32759;1*NORMAL
5125;32763;0*UNLOAD
5616;1;1*WARNING
3706;32759;1*NORMAL
1883;32759;0*NON
5873;1;97.679893
5069;32765;10.551102
2549;32765;0*MAN
2361;32760;0*OFF
6084;1;6.099999
2498;32765;0.477955
6379;1;0.600000
6227;1;0*NORMAL
6382;1;0*OFF
6308;32765;44.842838
5721;1;252782.328125
2370;32760;1*MSBD
426;1;0*NORMAL
6521;1;0*OFF
5251;32765;97.738091
6573;1;-1.122449
2201;32748;1*NORMAL
2388;32759;0*OFF
2235;32760;1*ALARM
2805;32763;30.972702
6414;1;0*OFF
315;1;0*NORMAL
1841;32748;1*NORMAL
2674;32758;0*L_LOW
3039;32765;10.429027
4998;1;1*ON
5840;1;1243.065063
3340;32763;0.399145
371;1;0*NORMAL
1026;32759;1*NORMAL
2057;32758;1*NORMAL
2004;32765;98.430880
3275;32761;1*NORMAL
3060;32763;0.457944
2227;32758;1*NORMAL
1161;32759;1*ON
2912;32765;1*NON
3023;32759;1*NORMAL
6471;1;1*ON
1976;32765;2212.780000
5994;1;11.211575
3182;32763;0.274435
5095;32732;2211.880623
3743;32764;1*NORMAL
2363;32761;0*OFF
143;1;1*ON
2169;32763;34.962418
2737;32763;7.689056
1103;32759;1*NORMAL
5694;1;1*CLOSE
2151;32763;36.183060
4993;1;1*ON
448;1;1*NORMAL
6116;32765;0.280000
176;1;0*NORMAL
6485;1;1*ON
5185;32747;0*ABNOR
1272;32760;0*DISCONN
6322;32765;0.022380
5975;1;0.232891
2926;32760;0*LOCAL
6450;1;1*ON
469;1;0*OFF
5867;1;0.000000
2485;32758;-0.035424
3188;32760;1.693928
1710;32763;0.420775
2158;32763;36.141678
2941;32761;1*REMOTE
625;1;-82.040000
2228;32759;1*NORMAL
1122;32748;1*NORMAL
5640;1;1*WARNING
3109;32759;1*NORMAL
1697;32763;1.727152
1766;32765;0.000000
3643;32763;2.495502
3061;32763;21.707678
1657;32678;0*OFF
